gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Atypical NKT cells	CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells	CD8+ TEMRA cells	CD8+ central memory T cells	CD8+ cycling effector T cells	CD8+ effector memory T cells 1	CD8+ effector memory T cells 2	CD8+ naive T cells	Gamma Delta T cells	MAIT cells
SLC1A5	Q15758	False	AAAT_HUMAN		CPI-SS002DF6C31	0.0	0.054	0.106	0.052	0.128	0.07	0.066	0.079	0.085	0.017	0.017	0.099
COLEC12	Q5KU26	False	COL12_HUMAN		CPI-SS08877A081	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	0.0	0.0	0.034	0.046	0.011	0.011	0.05	0.001	0.011	0.022	0.313	0.003
SORL1	Q92673	False	SORL_HUMAN		CPI-SS09C52F54E	0.497	0.173	0.324	0.434	0.314	0.395	0.203	0.318	0.225	0.365	0.488	0.34
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	0.497	0.173	0.324	0.434	0.314	0.395	0.203	0.318	0.225	0.365	0.488	0.34
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS048346C2B	0.0	0.0	0.0	0.002	0.001	0.005	0.0	0.0	0.0	0.004	0.018	0.0
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.321	0.0	0.015	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.049	0.0
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS023ABAE18	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS03D887978	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS012AFC842	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS0193C3064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS05550A895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS00A6240B6	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.005
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS014B0FCD2	0.0	0.025	0.027	0.031	0.018	0.021	0.023	0.02	0.009	0.012	0.049	0.021
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0179FBFD3	0.0	0.145	0.143	0.204	0.141	0.282	0.353	0.193	0.255	0.087	0.288	0.205
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.0	0.145	0.143	0.204	0.141	0.282	0.353	0.193	0.255	0.087	0.288	0.205
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS01ECFDA18	0.0	0.145	0.143	0.204	0.141	0.282	0.353	0.193	0.255	0.087	0.288	0.205
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.0	0.0	0.068	0.024	0.029	0.003	0.041	0.0	0.0	0.0	0.147	0.075
FGF7	P21781	False	FGF7_HUMAN		CPI-SS07833475A	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.0	0.041	0.009	0.007	0.008	0.03	0.042	0.008	0.0	0.009	0.0	0.004
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.0	0.041	0.009	0.007	0.008	0.03	0.042	0.008	0.0	0.009	0.0	0.004
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.0	0.084	0.093	0.245	0.067	0.107	0.029	0.094	0.038	0.005	0.124	0.075
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.0	0.084	0.093	0.245	0.067	0.107	0.029	0.094	0.038	0.005	0.124	0.075
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.0	0.084	0.093	0.245	0.067	0.107	0.029	0.094	0.038	0.005	0.124	0.075
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.0	0.084	0.093	0.245	0.067	0.107	0.029	0.094	0.038	0.005	0.124	0.075
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.0	0.084	0.093	0.245	0.067	0.107	0.029	0.094	0.038	0.005	0.124	0.075
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.0	0.084	0.093	0.245	0.067	0.107	0.029	0.094	0.038	0.005	0.124	0.075
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	0.0	0.025	0.033	0.024	0.023	0.019	0.071	0.038	0.019	0.019	0.0	0.04
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02E314589	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.006	0.001	0.027	0.002
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS03F821467	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.006	0.001	0.027	0.002
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0CC898553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	0.0	0.053	0.045	0.042	0.052	0.035	0.023	0.046	0.056	0.031	0.0	0.055
RYK	P34925	False	RYK_HUMAN		CPI-SS0D8972B21	0.0	0.02	0.035	0.026	0.021	0.02	0.0	0.027	0.005	0.025	0.025	0.03
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS01469637C	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.14	0.045	0.116	0.04	0.077	0.067	0.065	0.068	0.112	0.062	0.069	0.077
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.14	0.045	0.116	0.04	0.077	0.067	0.065	0.068	0.112	0.062	0.069	0.077
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0FB5FE587	0.0	0.002	0.005	0.002	0.001	0.0	0.0	0.001	0.0	0.002	0.0	0.003
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	0.0	0.002	0.005	0.002	0.001	0.0	0.0	0.001	0.0	0.002	0.0	0.003
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.632	0.222	0.154	0.303	0.12	0.256	0.202	0.185	0.177	0.243	0.335	0.126
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0CCCF7C69	0.632	0.222	0.154	0.303	0.12	0.256	0.202	0.185	0.177	0.243	0.335	0.126
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS06AA638A8	0.632	0.222	0.154	0.303	0.12	0.256	0.202	0.185	0.177	0.243	0.335	0.126
SEMA4G	Q9NTN9	False	SEM4G_HUMAN		CPI-SS0C0A61F92	0.0	0.004	0.0	0.005	0.003	0.0	0.0	0.001	0.0	0.003	0.0	0.0
LTBR	P36941	False	TNR3_HUMAN		CPI-SS03156A825	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0
LTBR	P36941	False	TNR3_HUMAN		CPI-SS0859C173B	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0110361CB	0.888	0.471	0.601	0.436	0.607	0.556	0.581	0.553	0.723	0.538	0.68	0.529
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0C28FEC7D	0.888	0.471	0.601	0.436	0.607	0.556	0.581	0.553	0.723	0.538	0.68	0.529
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS019C98396	0.888	0.471	0.601	0.436	0.607	0.556	0.581	0.553	0.723	0.538	0.68	0.529
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0879B8E95	0.888	0.471	0.601	0.436	0.607	0.556	0.581	0.553	0.723	0.538	0.68	0.529
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS02ACCF1F7	0.888	0.471	0.601	0.436	0.607	0.556	0.581	0.553	0.723	0.538	0.68	0.529
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS08330207B	0.888	0.471	0.601	0.436	0.607	0.556	0.581	0.553	0.723	0.538	0.68	0.529
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS095E52E66	0.0	0.007	0.004	0.0	0.001	0.013	0.0	0.004	0.0	0.023	0.0	0.002
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS059EEFDC6	0.0	0.007	0.004	0.0	0.001	0.013	0.0	0.004	0.0	0.023	0.0	0.002
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0A81A3626	0.0	0.036	0.02	0.011	0.028	0.017	0.051	0.017	0.042	0.01	0.044	0.019
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	0.0	0.048	0.004	0.011	0.001	0.044	0.0	0.004	0.0	0.097	0.0	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS09CA492BA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
MRGPRX2	Q96LB1	False	MRGX2_HUMAN		CPI-SS0522A6CFA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
MC1R	Q01726	False	MSHR_HUMAN		CPI-SS00BD8FF72	0.0	0.002	0.009	0.0	0.003	0.003	0.0	0.003	0.013	0.0	0.028	0.002
CXCL16	Q9H2A7	False	CXL16_HUMAN		CPI-SS00F282936	0.0	0.06	0.005	0.007	0.0	0.014	0.0	0.01	0.0	0.019	0.0	0.014
CCL3	P10147	False	CCL3_HUMAN		CPI-SS04318D03E	0.0	0.0	0.165	0.0	0.06	0.0	0.053	0.021	0.029	0.001	0.369	0.006
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0AFE077D8	1.469	0.051	1.155	0.048	1.171	0.106	0.829	0.835	1.196	0.007	1.349	0.599
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0AE4CF4E7	4.004	4.057	3.88	2.876	3.931	3.297	3.531	3.855	4.121	0.202	2.875	3.399
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0DA291AD9	4.004	4.057	3.88	2.876	3.931	3.297	3.531	3.855	4.121	0.202	2.875	3.399
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS073B0CE7A	0.0	0.015	0.094	0.006	0.021	0.01	0.0	0.027	0.017	0.0	0.0	0.053
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS045A5FC60	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS059CC19A3	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS0FA7A69D9	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS091B461CB	0.0	0.085	0.071	0.107	0.058	0.088	0.109	0.06	0.059	0.092	0.196	0.066
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS05B92CCC4	0.0	0.085	0.071	0.107	0.058	0.088	0.109	0.06	0.059	0.092	0.196	0.066
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS064C772FE	0.0	0.085	0.071	0.107	0.058	0.088	0.109	0.06	0.059	0.092	0.196	0.066
SELL	P14151	False	LYAM1_HUMAN		CPI-SS08920B6FF	0.281	0.086	0.722	0.567	0.433	0.965	0.71	0.756	0.614	1.891	0.532	0.415
OXTR	P30559	False	OXYR_HUMAN		CPI-SS04B547174	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS053613259	0.0	0.005	0.0	0.0	0.001	0.006	0.0	0.002	0.0	0.007	0.0	0.0
BAG6	P46379	False	BAG6_HUMAN		CPI-SS027AFFC0E	0.156	0.26	0.256	0.318	0.283	0.25	0.258	0.249	0.254	0.233	0.207	0.216
NCR3LG1	Q68D85	False	NR3L1_HUMAN		CPI-SS0F94547B2	0.0	0.013	0.005	0.007	0.005	0.002	0.0	0.005	0.005	0.002	0.0	0.021
ARF1	P84077	False	ARF1_HUMAN		CPI-SS06A999D25	0.984	1.028	1.198	1.155	1.252	1.082	1.282	1.183	1.264	0.81	1.428	1.241
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS044C72D0D	0.0	0.01	0.016	0.011	0.046	0.013	0.0	0.02	0.0	0.0	0.028	0.063
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS090FC28E1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0DC4D593E	0.0	0.017	0.004	0.013	0.016	0.011	0.0	0.018	0.025	0.01	0.024	0.016
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FF55B42C	0.0	0.017	0.004	0.013	0.016	0.011	0.0	0.018	0.025	0.01	0.024	0.016
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0F21D6CA0	0.0	0.017	0.004	0.013	0.016	0.011	0.0	0.018	0.025	0.01	0.024	0.016
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS00046DCF3	0.0	0.017	0.004	0.013	0.016	0.011	0.0	0.018	0.025	0.01	0.024	0.016
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.002	0.0	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS03A2EFDD5	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.001	0.0	0.0	0.0	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0BEAB521F	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.001	0.0	0.0	0.0	0.0
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS01A8F745A	0.0	0.007	0.013	0.013	0.009	0.014	0.0	0.005	0.009	0.012	0.0	0.007
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0AB0604B5	0.0	0.007	0.013	0.013	0.009	0.014	0.0	0.005	0.009	0.012	0.0	0.007
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS05E6D620E	0.156	0.026	0.031	0.021	0.03	0.024	0.0	0.021	0.029	0.023	0.0	0.02
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS041888D39	0.156	0.026	0.031	0.021	0.03	0.024	0.0	0.021	0.029	0.023	0.0	0.02
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS04C396C5D	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.011	0.0	0.0	0.0
IL16	Q14005	False	IL16_HUMAN		CPI-SS0A915097A	0.906	0.793	1.014	0.998	0.795	0.954	0.874	0.912	0.982	1.02	0.896	0.862
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS068C129D6	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CELSR3	Q9NYQ7	False	CELR3_HUMAN		CPI-SS086615F9B	0.0	0.0	0.003	0.003	0.001	0.001	0.0	0.003	0.01	0.002	0.0	0.006
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS042EB8C7A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS043E0F61D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS05D406038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS079DDF890	0.14	0.19	0.008	0.053	0.05	0.185	0.078	0.081	0.137	0.163	0.0	0.283
TNFRSF12A	Q9NP84	False	TNR12_HUMAN		CPI-SS02EF3E1BA	0.0	0.003	0.004	0.022	0.008	0.002	0.0	0.01	0.021	0.0	0.027	0.008
TNFRSF6B	O95407	False	TNF6B_HUMAN		CPI-SS0B9DC75DD	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GPRC5B	Q9NZH0	False	GPC5B_HUMAN		CPI-SS08A819670	0.0	0.003	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0B9B3870A	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.007	0.0	0.0
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SS02B567BC7	0.0	0.01	0.009	0.012	0.013	0.015	0.0	0.029	0.016	0.001	0.0	0.039
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS05B1FA8A8	0.468	0.558	0.85	0.777	0.702	0.588	0.938	0.835	0.895	0.272	0.909	0.97
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.0	0.052	0.032	0.007	0.067	0.021	0.079	0.041	0.058	0.004	0.0	0.094
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E273233	0.0	0.002	0.013	0.003	0.005	0.015	0.0	0.003	0.005	0.003	0.0	0.004
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS079728E8B	0.0	0.002	0.013	0.003	0.005	0.015	0.0	0.003	0.005	0.003	0.0	0.004
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.002
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.0	0.0	0.009	0.011	0.001	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ASGR1	P07306	False	ASGR1_HUMAN		CPI-SS01963C4CA	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.0	0.0	0.061	0.009	0.023	0.002	0.055	0.053	0.072	0.001	0.0	0.005
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS047CD2E9F	0.0	0.02	0.089	0.013	0.17	0.036	0.132	0.067	0.164	0.008	0.166	0.167
CD58	P19256	False	LFA3_HUMAN		CPI-SS00B1BEE64	0.528	0.16	0.2	0.107	0.268	0.15	0.305	0.183	0.177	0.008	0.227	0.206
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.0	0.0	0.0	0.0	0.001	0.0	0.023	0.001	0.0	0.0	0.0	0.004
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	1.273	0.622	0.971	0.733	0.951	0.611	0.457	0.686	0.795	0.348	0.991	0.834
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.001	0.005	0.001	0.0	0.0
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.0	0.13	0.383	0.339	0.285	0.131	0.216	0.238	0.305	0.08	0.463	0.26
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0D954EA1C	0.0	0.002	0.11	0.092	0.063	0.013	0.024	0.04	0.031	0.0	0.288	0.039
ALOX5AP	P20292	False	AL5AP_HUMAN		CPI-SS080611C5B	0.755	0.887	0.422	0.552	1.127	0.885	1.1	1.056	1.137	0.43	1.302	1.539
CD86	P42081	False	CD86_HUMAN		CPI-SS077D7365D	0.0	0.0	0.007	0.0	0.0	0.001	0.0	0.001	0.005	0.0	0.0	0.0
CD86	P42081	False	CD86_HUMAN		CPI-SS0B0E09B1C	0.0	0.0	0.007	0.0	0.0	0.001	0.0	0.001	0.005	0.0	0.0	0.0
KLRC1	P26715	False	NKG2A_HUMAN		CPI-SS03EF699C7	0.0	0.451	0.026	0.072	0.062	0.089	0.0	0.045	0.074	0.005	0.359	0.134
KLRC2	P26717	False	NKG2C_HUMAN		CPI-SS0C4FA643F	0.0	0.311	1.684	1.62	0.179	0.127	0.081	0.12	0.108	0.072	0.72	0.022
KLRK1	P26718	False	NKG2D_HUMAN		CPI-SS03339363E	1.848	1.577	1.81	1.696	1.786	1.479	1.564	1.585	1.711	1.301	1.841	1.313
CD34	P28906	False	CD34_HUMAN		CPI-SS0EB5AEC83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CD34	P28906	False	CD34_HUMAN		CPI-SS015E1E2C6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS087321EB5	1.105	1.166	1.041	1.138	1.31	1.144	1.145	1.023	1.144	0.945	1.376	1.062
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS02B7540B0	1.105	1.166	1.041	1.138	1.31	1.144	1.145	1.023	1.144	0.945	1.376	1.062
CD24	P25063	False	CD24_HUMAN		CPI-SS06ABF2F5A	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0
PILRA	Q9UKJ1	False	PILRA_HUMAN		CPI-SS01560CA22	0.0	0.0	0.004	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.0
CD38	P28907	False	CD38_HUMAN		CPI-SS0E0DEA7D5	0.21	0.001	0.039	0.0	0.026	0.001	0.113	0.003	0.13	0.055	0.35	0.004
RPS19	P39019	False	RS19_HUMAN		CPI-SS01946BE5C	3.68	4.065	3.706	3.667	3.721	3.882	3.681	3.751	3.732	3.984	3.464	3.862
TNFRSF4	P43489	False	TNR4_HUMAN		CPI-SS04456F441	0.0	0.002	0.026	0.118	0.004	0.048	0.0	0.01	0.009	0.001	0.172	0.042
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS05E63FBEC	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS087BD262F	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YARS	P54577	False	SYYC_HUMAN		CPI-SS0C7012011	0.156	0.173	0.27	0.244	0.283	0.226	0.342	0.324	0.327	0.137	0.335	0.328
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS08991B378	0.0	0.018	0.003	0.009	0.009	0.02	0.0	0.017	0.01	0.004	0.026	0.03
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS077B160B9	0.0	0.071	0.091	0.039	0.067	0.073	0.087	0.068	0.059	0.017	0.026	0.121
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	0.0	0.0	0.004	0.009	0.0	0.012	0.0	0.006	0.005	0.0	0.0	0.002
SIGLEC10	Q96LC7	False	SIG10_HUMAN		CPI-SS073C1B796	0.0	0.0	0.005	0.002	0.001	0.001	0.0	0.003	0.006	0.001	0.0	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SS0E5593D5C	0.0	0.011	0.009	0.015	0.013	0.016	0.0	0.012	0.0	0.003	0.0	0.017
LTB	Q06643	False	TNFC_HUMAN		CPI-SS06CBC985C	0.522	2.552	0.667	2.43	0.468	2.591	1.244	1.66	1.482	2.307	0.883	2.189
NMUR1	Q9HB89	False	NMUR1_HUMAN		CPI-SS018BD4882	0.0	0.024	0.12	0.016	0.12	0.012	0.064	0.024	0.077	0.0	0.41	0.053
BST2	Q10589	False	BST2_HUMAN		CPI-SS095DCA7F7	0.577	0.679	0.853	0.933	0.859	0.757	0.83	0.788	0.934	0.632	0.953	0.831
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS08B94BEB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
SIRPG	Q9P1W8	False	SIRPG_HUMAN		CPI-SS0E9015902	0.0	0.46	0.168	0.363	0.141	0.43	0.378	0.45	0.397	0.541	0.221	0.503
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS07DFEBFA8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
LILRB4	Q8NHJ6	False	LIRB4_HUMAN		CPI-SS067BA9202	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROK2	Q9HC23	False	PROK2_HUMAN		CPI-SS027E57635	0.14	0.0	0.009	0.0	0.086	0.001	0.091	0.005	0.0	0.0	0.019	0.008
KLRF1	Q9NZS2	False	KLRF1_HUMAN		CPI-SS025C8F785	0.0	0.0	0.6	0.002	0.204	0.007	0.19	0.086	0.055	0.0	1.171	0.218
EDA2R	Q9HAV5	False	TNR27_HUMAN		CPI-SS00797FD15	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
EDAR	Q9UNE0	False	EDAR_HUMAN		CPI-SS05A8552D7	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.015	0.0	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.0	0.031	0.003	0.012	0.007	0.019	0.068	0.012	0.012	0.006	0.022	0.009
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.0	0.031	0.003	0.012	0.007	0.019	0.068	0.012	0.012	0.006	0.022	0.009
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.0	0.031	0.003	0.012	0.007	0.019	0.068	0.012	0.012	0.006	0.022	0.009
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	0.0	0.031	0.003	0.012	0.007	0.019	0.068	0.012	0.012	0.006	0.022	0.009
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	0.0	0.031	0.003	0.012	0.007	0.019	0.068	0.012	0.012	0.006	0.022	0.009
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0FCC00896	0.0	0.031	0.003	0.012	0.007	0.019	0.068	0.012	0.012	0.006	0.022	0.009
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS02AEFFE28	0.0	0.031	0.003	0.012	0.007	0.019	0.068	0.012	0.012	0.006	0.022	0.009
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0860DA460	0.0	0.031	0.003	0.012	0.007	0.019	0.068	0.012	0.012	0.006	0.022	0.009
