gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Atypical_NKT_cells	CD8+_CD73+_regulatory_T_cells	CD8+_NK-like_TEMRA_cells	CD8+_NK-like_early_effector_T_cells	CD8+_TEMRA_cells	CD8+_central_memory_T_cells	CD8+_cycling_effector_T_cells	CD8+_effector_memory_T_cells_1	CD8+_effector_memory_T_cells_2	CD8+_naive_T_cells	Gamma_Delta_T_cells	MAIT_cells
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	0.0	0.007	0.0	0.0	0.001	0.003	0.0	0.002	0.0	0.008	0.0	0.004
CD47	Q08722	False	CD47_HUMAN		CPI-SS014958F32	0.834	0.591	0.776	0.62	0.801	0.618	1.062	0.627	0.842	0.486	0.837	0.72
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	0.834	0.591	0.776	0.62	0.801	0.618	1.062	0.627	0.842	0.486	0.837	0.72
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	0.0	0.0	0.0	0.005	0.001	0.002	0.012	0.012	0.006	0.026	0.0	0.0
SLC1A5	Q15758	False	AAAT_HUMAN		CPI-SS002DF6C31	0.019	0.049	0.101	0.077	0.097	0.054	0.106	0.048	0.129	0.023	0.059	0.078
COLEC12	Q5KU26	False	COL12_HUMAN		CPI-SS08877A081	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	0.171	0.0	0.037	0.023	0.033	0.006	0.057	0.006	0.052	0.012	0.201	0.02
SORL1	Q92673	False	SORL_HUMAN		CPI-SS09C52F54E	0.234	0.177	0.187	0.289	0.246	0.369	0.274	0.224	0.185	0.241	0.398	0.265
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	0.234	0.177	0.187	0.289	0.246	0.369	0.274	0.224	0.185	0.241	0.398	0.265
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS048346C2B	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.002	0.004	0.004	0.0	0.0
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.038	0.0	0.021	0.0	0.021	0.0	0.0	0.0	0.011	0.001	0.036	0.0
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS023ABAE18	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS03D887978	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS0193C3064	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS00A6240B6	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.014
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS014B0FCD2	0.008	0.0	0.019	0.016	0.024	0.011	0.019	0.013	0.009	0.008	0.0	0.02
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0179FBFD3	0.16	0.136	0.186	0.474	0.133	0.544	0.391	0.252	0.355	0.176	0.19	0.351
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.16	0.136	0.186	0.474	0.133	0.544	0.391	0.252	0.355	0.176	0.19	0.351
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS01ECFDA18	0.16	0.136	0.186	0.474	0.133	0.544	0.391	0.252	0.355	0.176	0.19	0.351
FGF5	P12034	False	FGF5_HUMAN		CPI-SS0E0BCE16F	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.0	0.0	0.09	0.012	0.058	0.0	0.189	0.001	0.016	0.0	0.341	0.034
FGF7	P21781	False	FGF7_HUMAN		CPI-SS07833475A	0.0	0.009	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.005
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.019	0.013	0.003	0.026	0.003	0.004	0.0	0.007	0.0	0.009	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0649EA05F	0.019	0.013	0.003	0.026	0.003	0.004	0.0	0.007	0.0	0.009	0.0	0.0
KL	Q9UEF7	False	KLOT_HUMAN		CPI-SS0BF490275	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.019	0.047	0.01	0.072	0.014	0.073	0.0	0.034	0.016	0.017	0.028	0.021
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.019	0.047	0.01	0.072	0.014	0.073	0.0	0.034	0.016	0.017	0.028	0.021
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.019	0.047	0.01	0.072	0.014	0.073	0.0	0.034	0.016	0.017	0.028	0.021
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.019	0.047	0.01	0.072	0.014	0.073	0.0	0.034	0.016	0.017	0.028	0.021
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.019	0.047	0.01	0.072	0.014	0.073	0.0	0.034	0.016	0.017	0.028	0.021
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0816A4ED4	0.019	0.047	0.01	0.072	0.014	0.073	0.0	0.034	0.016	0.017	0.028	0.021
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS03F821467	0.0	0.0	0.0	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0658257AC	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0
CD36	P16671	False	CD36_HUMAN		CPI-SS0EB136379	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RYK	P34925	False	RYK_HUMAN		CPI-SS0D8972B21	0.0	0.025	0.023	0.025	0.02	0.015	0.0	0.014	0.026	0.021	0.014	0.048
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS01469637C	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.088	0.064	0.083	0.073	0.074	0.038	0.139	0.064	0.063	0.056	0.093	0.035
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.088	0.064	0.083	0.073	0.074	0.038	0.139	0.064	0.063	0.056	0.093	0.035
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0FB5FE587	0.0	0.0	0.006	0.0	0.002	0.003	0.0	0.007	0.0	0.0	0.0	0.0
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	0.0	0.0	0.006	0.0	0.002	0.003	0.0	0.007	0.0	0.0	0.0	0.0
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.135	0.251	0.124	0.155	0.148	0.22	0.164	0.181	0.17	0.228	0.167	0.142
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0CCCF7C69	0.135	0.251	0.124	0.155	0.148	0.22	0.164	0.181	0.17	0.228	0.167	0.142
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS06AA638A8	0.135	0.251	0.124	0.155	0.148	0.22	0.164	0.181	0.17	0.228	0.167	0.142
SEMA4G	Q9NTN9	False	SEM4G_HUMAN		CPI-SS0C0A61F92	0.0	0.0	0.002	0.0	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.005
LTBR	P36941	False	TNR3_HUMAN		CPI-SS03156A825	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.003	0.0	0.001	0.014	0.0
LTBR	P36941	False	TNR3_HUMAN		CPI-SS0859C173B	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.003	0.0	0.001	0.014	0.0
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0110361CB	0.804	0.577	0.764	0.538	0.702	0.641	0.597	0.692	0.756	0.564	0.755	0.437
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0C28FEC7D	0.804	0.577	0.764	0.538	0.702	0.641	0.597	0.692	0.756	0.564	0.755	0.437
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS019C98396	0.804	0.577	0.764	0.538	0.702	0.641	0.597	0.692	0.756	0.564	0.755	0.437
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0879B8E95	0.804	0.577	0.764	0.538	0.702	0.641	0.597	0.692	0.756	0.564	0.755	0.437
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS02ACCF1F7	0.804	0.577	0.764	0.538	0.702	0.641	0.597	0.692	0.756	0.564	0.755	0.437
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS08330207B	0.804	0.577	0.764	0.538	0.702	0.641	0.597	0.692	0.756	0.564	0.755	0.437
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS095E52E66	0.0	0.009	0.0	0.01	0.0	0.011	0.0	0.005	0.0	0.024	0.0	0.005
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS059EEFDC6	0.0	0.009	0.0	0.01	0.0	0.011	0.0	0.005	0.0	0.024	0.0	0.005
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0A81A3626	0.017	0.011	0.032	0.048	0.029	0.01	0.021	0.009	0.035	0.003	0.05	0.009
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	0.0	0.021	0.003	0.023	0.001	0.049	0.0	0.006	0.004	0.039	0.0	0.0
GHSR	Q92847	False	GHSR_HUMAN		CPI-SS00E5D7E39	0.0	0.0	0.01	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRGPRX2	Q96LB1	False	MRGX2_HUMAN		CPI-SS08C88D297	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRGPRX2	Q96LB1	False	MRGX2_HUMAN		CPI-SS0522A6CFA	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MC1R	Q01726	False	MSHR_HUMAN		CPI-SS00BD8FF72	0.009	0.0	0.0	0.0	0.004	0.003	0.0	0.0	0.005	0.002	0.0	0.005
MARCO	Q9UEW3	False	MARCO_HUMAN		CPI-SS0DF5E47DB	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CXCL16	Q9H2A7	False	CXL16_HUMAN		CPI-SS00F282936	0.0	0.009	0.002	0.0	0.001	0.017	0.0	0.012	0.005	0.012	0.0	0.015
CCL3	P10147	False	CCL3_HUMAN		CPI-SS04318D03E	0.034	0.0	0.47	0.018	0.199	0.001	0.304	0.129	0.118	0.001	0.233	0.01
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0AFE077D8	0.604	0.034	1.337	0.189	1.214	0.006	0.789	0.884	1.171	0.002	1.018	0.642
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0AE4CF4E7	3.534	3.146	3.859	2.02	3.834	0.166	3.235	3.385	3.971	0.228	3.409	3.175
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0DA291AD9	3.534	3.146	3.859	2.02	3.834	0.166	3.235	3.385	3.971	0.228	3.409	3.175
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS073B0CE7A	0.0	0.0	0.054	0.008	0.028	0.0	0.014	0.071	0.052	0.0	0.0	0.131
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS091B461CB	0.078	0.086	0.113	0.073	0.076	0.084	0.082	0.077	0.054	0.095	0.108	0.114
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS05B92CCC4	0.078	0.086	0.113	0.073	0.076	0.084	0.082	0.077	0.054	0.095	0.108	0.114
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS064C772FE	0.078	0.086	0.113	0.073	0.076	0.084	0.082	0.077	0.054	0.095	0.108	0.114
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0D34B5517	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0B2979A10	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CCL23	P55773	False	CCL23_HUMAN		CPI-SS09199F78C	0.008	0.0	0.005	0.0	0.005	0.0	0.0	0.004	0.004	0.0	0.0	0.0
CCL23	P55773	False	CCL23_HUMAN		CPI-SS0D57FCA8C	0.008	0.0	0.005	0.0	0.005	0.0	0.0	0.004	0.004	0.0	0.0	0.0
CCL18	P55774	False	CCL18_HUMAN		CPI-SS041751A4D	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL18	P55774	False	CCL18_HUMAN		CPI-SS03188FD02	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL15	Q16663	False	CCL15_HUMAN		CPI-SS0C84DF380	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL15	Q16663	False	CCL15_HUMAN		CPI-SS006C89002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS08920B6FF	0.067	0.196	0.154	0.736	0.259	1.535	0.697	0.556	0.464	1.732	0.657	0.256
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS053613259	0.0	0.007	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.002	0.0	0.0
TNFRSF11A	Q9Y6Q6	False	TNR11_HUMAN		CPI-SS0ED2573CA	0.0	0.009	0.0	0.014	0.0	0.039	0.0	0.004	0.0	0.006	0.0	0.004
BAG6	P46379	False	BAG6_HUMAN		CPI-SS027AFFC0E	0.186	0.144	0.178	0.123	0.185	0.12	0.173	0.17	0.209	0.138	0.19	0.195
NCR3LG1	Q68D85	False	NR3L1_HUMAN		CPI-SS0F94547B2	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.004	0.0	0.001	0.0	0.023
ARF1	P84077	False	ARF1_HUMAN		CPI-SS06A999D25	1.097	0.883	1.214	1.062	1.168	1.095	1.283	1.111	1.31	0.821	1.303	1.316
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS0F3A089DE	0.028	0.0	0.007	0.005	0.02	0.0	0.0	0.005	0.015	0.0	0.0	0.095
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS044C72D0D	0.028	0.0	0.007	0.005	0.02	0.0	0.0	0.005	0.015	0.0	0.0	0.095
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS090FC28E1	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0DC4D593E	0.017	0.008	0.009	0.019	0.008	0.02	0.0	0.013	0.003	0.015	0.0	0.01
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FF55B42C	0.017	0.008	0.009	0.019	0.008	0.02	0.0	0.013	0.003	0.015	0.0	0.01
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0F21D6CA0	0.017	0.008	0.009	0.019	0.008	0.02	0.0	0.013	0.003	0.015	0.0	0.01
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0470AF83E	0.017	0.008	0.009	0.019	0.008	0.02	0.0	0.013	0.003	0.015	0.0	0.01
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS00046DCF3	0.017	0.008	0.009	0.019	0.008	0.02	0.0	0.013	0.003	0.015	0.0	0.01
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.0	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS03A2EFDD5	0.035	0.0	0.002	0.0	0.016	0.0	0.0	0.0	0.011	0.0	0.032	0.0
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS01A8F745A	0.0	0.007	0.004	0.007	0.008	0.004	0.0	0.007	0.0	0.011	0.022	0.005
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS05E6D620E	0.042	0.046	0.026	0.015	0.021	0.028	0.039	0.02	0.016	0.014	0.0	0.038
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS04C396C5D	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.006	0.0	0.0	0.0
IL16	Q14005	False	IL16_HUMAN		CPI-SS0A915097A	0.765	0.632	0.808	0.713	0.707	0.625	0.674	0.706	0.852	0.669	0.767	0.742
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS068C129D6	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0
CELSR3	Q9NYQ7	False	CELR3_HUMAN		CPI-SS086615F9B	0.0	0.0	0.0	0.0	0.008	0.002	0.0	0.004	0.005	0.0	0.0	0.008
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS04861AD1A	0.0	0.0	0.0	0.013	0.0	0.006	0.014	0.027	0.041	0.024	0.0	0.167
LEAP2	Q969E1	False	LEAP2_HUMAN		CPI-SS0EB3C2743	0.0	0.006	0.005	0.007	0.001	0.001	0.0	0.0	0.0	0.002	0.0	0.0
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS079DDF890	0.036	0.127	0.007	0.15	0.02	0.135	0.08	0.054	0.024	0.119	0.05	0.26
TNFRSF12A	Q9NP84	False	TNR12_HUMAN		CPI-SS02EF3E1BA	0.009	0.0	0.0	0.009	0.003	0.003	0.0	0.003	0.005	0.0	0.015	0.0
TNFRSF6B	O95407	False	TNF6B_HUMAN		CPI-SS0B9DC75DD	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPRC5B	Q9NZH0	False	GPC5B_HUMAN		CPI-SS08A819670	0.0	0.007	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0B9B3870A	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.005	0.0	0.0
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SS02B567BC7	0.009	0.007	0.013	0.0	0.004	0.002	0.016	0.009	0.005	0.0	0.0	0.023
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS05B1FA8A8	0.5	0.59	0.807	0.726	0.709	0.572	1.046	0.751	0.833	0.35	0.711	1.088
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.009	0.014	0.048	0.031	0.057	0.011	0.022	0.025	0.051	0.006	0.096	0.138
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E273233	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.004	0.008	0.0	0.015	0.009
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS0FF6CFDCA	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.004	0.008	0.0	0.015	0.009
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS079728E8B	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.004	0.008	0.0	0.015	0.009
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.003	0.011	0.001	0.0	0.0
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.0	0.0	0.0	0.0	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0
ASGR1	P07306	False	ASGR1_HUMAN		CPI-SS01963C4CA	0.0	0.0	0.001	0.0	0.002	0.002	0.0	0.0	0.004	0.0	0.014	0.005
FPR1	P21462	False	FPR1_HUMAN		CPI-SS0F739D3DB	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS092E57263	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.0
TMEM219	Q86XT9	False	TM219_HUMAN		CPI-SS0073098F3	0.409	0.643	0.474	0.498	0.504	0.552	0.521	0.484	0.53	0.513	0.455	0.493
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.0	0.0	0.031	0.0	0.024	0.001	0.048	0.048	0.047	0.0	0.0	0.005
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS047CD2E9F	0.244	0.0	0.206	0.076	0.181	0.014	0.165	0.105	0.157	0.008	0.222	0.112
CD58	P19256	False	LFA3_HUMAN		CPI-SS00B1BEE64	0.271	0.105	0.247	0.242	0.275	0.183	0.419	0.19	0.301	0.05	0.306	0.172
AXL	P30530	False	UFO_HUMAN		CPI-SS0C85BC9AF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.0	0.007	0.023	0.021	0.004	0.008	0.014	0.012	0.0	0.002	0.0	0.017
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	1.148	0.718	1.113	0.746	1.043	0.546	0.654	0.73	1.015	0.455	1.136	0.867
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
MRC1	P22897	False	MRC1_HUMAN		CPI-SS0822AEF5F	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.225	0.037	0.506	0.107	0.311	0.023	0.425	0.166	0.321	0.026	0.555	0.205
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0D954EA1C	0.088	0.0	0.094	0.028	0.096	0.0	0.043	0.033	0.062	0.0	0.088	0.008
ALOX5AP	P20292	False	AL5AP_HUMAN		CPI-SS080611C5B	0.322	0.705	0.698	0.846	0.649	0.748	0.888	0.994	0.892	0.39	1.101	1.806
CD80	P33681	False	CD80_HUMAN		CPI-SS07327E587	0.0	0.0	0.0	0.009	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS0320FFAFC	0.0	0.0	0.0	0.009	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CD86	P42081	False	CD86_HUMAN		CPI-SS077D7365D	0.008	0.0	0.0	0.0	0.001	0.0	0.044	0.005	0.004	0.0	0.0	0.0
CD86	P42081	False	CD86_HUMAN		CPI-SS0B0E09B1C	0.008	0.0	0.0	0.0	0.001	0.0	0.044	0.005	0.004	0.0	0.0	0.0
KLRC1	P26715	False	NKG2A_HUMAN		CPI-SS03EF699C7	0.0	0.085	0.025	0.06	0.056	0.0	0.124	0.022	0.035	0.0	0.279	0.052
KLRC2	P26717	False	NKG2C_HUMAN		CPI-SS0C4FA643F	0.014	0.122	2.137	0.156	0.58	0.007	0.469	0.086	0.069	0.025	0.607	0.03
KLRK1	P26718	False	NKG2D_HUMAN		CPI-SS03339363E	1.43	1.32	1.651	1.111	1.663	0.897	1.499	1.405	1.767	1.046	1.537	0.842
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS087321EB5	1.367	1.209	0.998	1.139	1.218	1.042	1.091	1.02	1.221	0.872	1.359	1.143
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS02B7540B0	1.367	1.209	0.998	1.139	1.218	1.042	1.091	1.02	1.221	0.872	1.359	1.143
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS086A1C18B	1.367	1.209	0.998	1.139	1.218	1.042	1.091	1.02	1.221	0.872	1.359	1.143
CD24	P25063	False	CD24_HUMAN		CPI-SS06ABF2F5A	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.002	0.0	0.0
GLG1	Q92896	False	GSLG1_HUMAN		CPI-SS04F90EE0D	0.441	0.22	0.406	0.367	0.405	0.348	0.316	0.358	0.469	0.34	0.377	0.347
PILRA	Q9UKJ1	False	PILRA_HUMAN		CPI-SS01560CA22	0.0	0.0	0.007	0.015	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIGLEC1	Q9BZZ2	False	SN_HUMAN		CPI-SS02A170A99	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD38	P28907	False	CD38_HUMAN		CPI-SS0E0DEA7D5	0.255	0.0	0.145	0.0	0.091	0.0	0.428	0.049	0.339	0.001	0.399	0.01
RPS19	P39019	False	RS19_HUMAN		CPI-SS01946BE5C	3.764	4.111	3.734	3.897	3.675	4.147	3.694	3.816	3.575	4.033	3.56	3.549
TNFRSF4	P43489	False	TNR4_HUMAN		CPI-SS04456F441	0.008	0.054	0.004	0.293	0.007	0.458	0.0	0.037	0.015	0.084	0.121	0.038
YARS	P54577	False	SYYC_HUMAN		CPI-SS0C7012011	0.492	0.131	0.409	0.162	0.342	0.114	0.396	0.336	0.462	0.119	0.275	0.433
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS08991B378	0.0	0.025	0.01	0.009	0.004	0.012	0.023	0.014	0.014	0.006	0.0	0.024
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS0D0252D87	0.038	0.067	0.041	0.081	0.06	0.053	0.088	0.046	0.071	0.033	0.063	0.083
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS077B160B9	0.038	0.067	0.041	0.081	0.06	0.053	0.088	0.046	0.071	0.033	0.063	0.083
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS03A4F7DC8	0.0	0.0	0.0	0.025	0.0	0.01	0.0	0.005	0.0	0.004	0.0	0.011
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	0.0	0.0	0.0	0.025	0.0	0.01	0.0	0.005	0.0	0.004	0.0	0.011
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0415CC75D	0.0	0.0	0.0	0.025	0.0	0.01	0.0	0.005	0.0	0.004	0.0	0.011
SIGLEC10	Q96LC7	False	SIG10_HUMAN		CPI-SS073C1B796	0.0	0.0	0.006	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SS0E5593D5C	0.0	0.007	0.007	0.019	0.014	0.02	0.016	0.007	0.024	0.01	0.0	0.039
LTB	Q06643	False	TNFC_HUMAN		CPI-SS06CBC985C	0.028	2.531	0.298	2.625	0.284	2.904	0.534	1.286	0.688	2.621	0.184	2.383
