gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Atypical NKT cells	CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells	CD8+ TEMRA cells	CD8+ central memory T cells	CD8+ cycling effector T cells	CD8+ effector memory T cells 1	CD8+ effector memory T cells 2	CD8+ exhausted T cells	CD8+ naive T cells	Gamma Delta T cells	MAIT cells
CCR9	P51686	False	CCR9_HUMAN		CPI-SS039863E62	0.0	0.159	0.0	0.0	0.001	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
CXCR5	P32302	False	CXCR5_HUMAN		CPI-SS0C2437E0D	0.0	0.0	0.0	0.0	0.003	0.005	0.0	0.021	0.0	0.0	0.003	0.0	0.0
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS0230EE330	0.0	0.0	0.004	0.0	0.001	0.0	0.0	0.004	0.008	0.0	0.0	0.0	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0419B80C4	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.002	0.0	0.0	0.009	0.0	0.005
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.002	0.0	0.0	0.009	0.0	0.005
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.002	0.0	0.0	0.009	0.0	0.005
CD47	Q08722	False	CD47_HUMAN		CPI-SS014958F32	0.572	0.546	0.73	0.604	0.825	0.604	1.059	0.672	0.907	0.751	0.458	0.946	0.621
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	0.0	0.0	0.0	0.0	0.003	0.007	0.022	0.009	0.013	0.0	0.022	0.0	0.004
SLC1A5	Q15758	False	AAAT_HUMAN		CPI-SS002DF6C31	0.0	0.069	0.088	0.094	0.115	0.068	0.259	0.07	0.105	0.0	0.026	0.219	0.06
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	0.236	0.0	0.028	0.035	0.17	0.016	0.288	0.015	0.256	1.7	0.019	0.624	0.009
SORL1	Q92673	False	SORL_HUMAN		CPI-SS09C52F54E	0.508	0.134	0.205	0.309	0.199	0.378	0.084	0.182	0.167	0.0	0.279	0.484	0.251
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	0.508	0.134	0.205	0.309	0.199	0.378	0.084	0.182	0.167	0.0	0.279	0.484	0.251
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS048346C2B	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.0	0.0	0.011	0.0	0.015	0.0	0.004	0.0	0.0	0.0	0.004	0.038	0.0
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.005
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS023ABAE18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.005
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS05550A895	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS00A6240B6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS014B0FCD2	0.0	0.032	0.004	0.021	0.009	0.015	0.006	0.006	0.003	0.0	0.021	0.005	0.015
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0179FBFD3	0.0	0.171	0.113	0.253	0.171	0.538	0.292	0.285	0.389	0.0	0.212	0.221	0.28
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.0	0.171	0.113	0.253	0.171	0.538	0.292	0.285	0.389	0.0	0.212	0.221	0.28
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS01ECFDA18	0.0	0.171	0.113	0.253	0.171	0.538	0.292	0.285	0.389	0.0	0.212	0.221	0.28
FGF5	P12034	False	FGF5_HUMAN		CPI-SS0E0BCE16F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.0	0.0	0.031	0.016	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.38	0.041
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.0	0.015	0.0	0.0	0.001	0.007	0.0	0.002	0.0	0.0	0.006	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.0	0.015	0.0	0.0	0.001	0.007	0.0	0.002	0.0	0.0	0.006	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0649EA05F	0.0	0.015	0.0	0.0	0.001	0.007	0.0	0.002	0.0	0.0	0.006	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.0	0.14	0.025	0.083	0.009	0.061	0.013	0.05	0.018	0.0	0.01	0.018	0.025
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.0	0.14	0.025	0.083	0.009	0.061	0.013	0.05	0.018	0.0	0.01	0.018	0.025
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.0	0.14	0.025	0.083	0.009	0.061	0.013	0.05	0.018	0.0	0.01	0.018	0.025
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.0	0.14	0.025	0.083	0.009	0.061	0.013	0.05	0.018	0.0	0.01	0.018	0.025
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.0	0.14	0.025	0.083	0.009	0.061	0.013	0.05	0.018	0.0	0.01	0.018	0.025
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.0	0.14	0.025	0.083	0.009	0.061	0.013	0.05	0.018	0.0	0.01	0.018	0.025
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0816A4ED4	0.0	0.14	0.025	0.083	0.009	0.061	0.013	0.05	0.018	0.0	0.01	0.018	0.025
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	0.0	0.01	0.015	0.035	0.012	0.019	0.039	0.011	0.02	0.0	0.014	0.013	0.019
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02E314589	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS03F821467	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0CC898553	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0658257AC	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	0.0	0.029	0.025	0.011	0.026	0.03	0.029	0.023	0.026	0.0	0.04	0.023	0.046
CD36	P16671	False	CD36_HUMAN		CPI-SS0EB136379	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
RYK	P34925	False	RYK_HUMAN		CPI-SS0D8972B21	0.0	0.026	0.014	0.035	0.01	0.013	0.008	0.013	0.01	0.0	0.018	0.028	0.008
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS01469637C	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.005	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.0	0.095	0.067	0.062	0.047	0.038	0.061	0.053	0.047	0.0	0.054	0.09	0.039
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	0.0	0.017	0.0	0.0	0.002	0.0	0.003	0.0	0.002	0.0	0.002	0.006	0.0
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.0	0.178	0.074	0.152	0.112	0.26	0.139	0.148	0.156	0.0	0.272	0.107	0.145
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0CCCF7C69	0.0	0.178	0.074	0.152	0.112	0.26	0.139	0.148	0.156	0.0	0.272	0.107	0.145
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS06AA638A8	0.0	0.178	0.074	0.152	0.112	0.26	0.139	0.148	0.156	0.0	0.272	0.107	0.145
SEMA4G	Q9NTN9	False	SEM4G_HUMAN		CPI-SS0C0A61F92	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.003	0.0	0.003	0.006	0.0
LTBR	P36941	False	TNR3_HUMAN		CPI-SS03156A825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.006	0.025	0.0
LTBR	P36941	False	TNR3_HUMAN		CPI-SS0859C173B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.006	0.025	0.0
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0110361CB	1.433	0.538	0.607	0.656	0.829	0.574	0.641	0.656	0.921	1.7	0.547	0.636	0.47
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0C28FEC7D	1.433	0.538	0.607	0.656	0.829	0.574	0.641	0.656	0.921	1.7	0.547	0.636	0.47
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS019C98396	1.433	0.538	0.607	0.656	0.829	0.574	0.641	0.656	0.921	1.7	0.547	0.636	0.47
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0879B8E95	1.433	0.538	0.607	0.656	0.829	0.574	0.641	0.656	0.921	1.7	0.547	0.636	0.47
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS02ACCF1F7	1.433	0.538	0.607	0.656	0.829	0.574	0.641	0.656	0.921	1.7	0.547	0.636	0.47
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS08330207B	1.433	0.538	0.607	0.656	0.829	0.574	0.641	0.656	0.921	1.7	0.547	0.636	0.47
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS095E52E66	0.0	0.0	0.0	0.033	0.0	0.014	0.0	0.001	0.002	0.0	0.003	0.0	0.005
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS059EEFDC6	0.0	0.0	0.0	0.033	0.0	0.014	0.0	0.001	0.002	0.0	0.003	0.0	0.005
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0A81A3626	0.0	0.0	0.008	0.0	0.03	0.017	0.058	0.016	0.027	0.0	0.008	0.027	0.01
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	0.0	0.0	0.0	0.0	0.0	0.025	0.004	0.002	0.002	0.0	0.043	0.0	0.0
MRGPRX2	Q96LB1	False	MRGX2_HUMAN		CPI-SS08C88D297	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
MRGPRX2	Q96LB1	False	MRGX2_HUMAN		CPI-SS0522A6CFA	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
MC1R	Q01726	False	MSHR_HUMAN		CPI-SS00BD8FF72	0.0	0.015	0.003	0.0	0.008	0.005	0.013	0.003	0.005	0.0	0.0	0.028	0.0
CXCL16	Q9H2A7	False	CXL16_HUMAN		CPI-SS00F282936	0.0	0.015	0.0	0.018	0.002	0.019	0.0	0.005	0.002	0.0	0.0	0.0	0.014
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0DA291AD9	4.222	3.828	4.042	3.774	4.102	1.39	3.718	4.033	4.336	0.0	1.17	3.502	3.359
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS059CC19A3	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS0FA7A69D9	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS05B92CCC4	0.0	0.108	0.075	0.093	0.044	0.078	0.063	0.056	0.051	0.0	0.088	0.075	0.093
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS064C772FE	0.0	0.108	0.075	0.093	0.044	0.078	0.063	0.056	0.051	0.0	0.088	0.075	0.093
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0B2979A10	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL23	P55773	False	CCL23_HUMAN		CPI-SS09199F78C	0.0	0.0	0.022	0.0	0.006	0.0	0.018	0.003	0.007	0.0	0.0	0.005	0.0
CCL23	P55773	False	CCL23_HUMAN		CPI-SS0D57FCA8C	0.0	0.0	0.022	0.0	0.006	0.0	0.018	0.003	0.007	0.0	0.0	0.005	0.0
CCL18	P55774	False	CCL18_HUMAN		CPI-SS041751A4D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.013	0.0
CCL18	P55774	False	CCL18_HUMAN		CPI-SS03188FD02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.013	0.0
CCL15	Q16663	False	CCL15_HUMAN		CPI-SS0C84DF380	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL15	Q16663	False	CCL15_HUMAN		CPI-SS006C89002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS08920B6FF	1.311	0.277	0.308	0.879	0.529	1.516	0.701	0.776	0.992	2.744	1.634	0.949	0.336
OXTR	P30559	False	OXYR_HUMAN		CPI-SS0C916344D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
OXTR	P30559	False	OXYR_HUMAN		CPI-SS04B547174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS053613259	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.003	0.0	0.0
TNFRSF11A	Q9Y6Q6	False	TNR11_HUMAN		CPI-SS0ED2573CA	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BAG6	P46379	False	BAG6_HUMAN		CPI-SS027AFFC0E	0.0	0.122	0.196	0.196	0.241	0.149	0.383	0.181	0.291	0.0	0.148	0.228	0.175
NCR3LG1	Q68D85	False	NR3L1_HUMAN		CPI-SS0F94547B2	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.006	0.006
ARF1	P84077	False	ARF1_HUMAN		CPI-SS06A999D25	1.296	1.191	1.171	0.88	1.235	1.085	1.459	1.114	1.321	0.751	0.755	1.336	1.128
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS044C72D0D	0.0	0.018	0.028	0.034	0.016	0.006	0.0	0.022	0.014	0.0	0.006	0.126	0.105
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS090FC28E1	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0DC4D593E	0.268	0.015	0.008	0.0	0.013	0.011	0.01	0.003	0.017	0.0	0.009	0.012	0.01
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FF55B42C	0.268	0.015	0.008	0.0	0.013	0.011	0.01	0.003	0.017	0.0	0.009	0.012	0.01
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0F21D6CA0	0.268	0.015	0.008	0.0	0.013	0.011	0.01	0.003	0.017	0.0	0.009	0.012	0.01
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0470AF83E	0.268	0.015	0.008	0.0	0.013	0.011	0.01	0.003	0.017	0.0	0.009	0.012	0.01
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS00046DCF3	0.268	0.015	0.008	0.0	0.013	0.011	0.01	0.003	0.017	0.0	0.009	0.012	0.01
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS03A2EFDD5	0.0	0.0	0.014	0.0	0.003	0.002	0.008	0.001	0.005	0.0	0.0	0.026	0.0
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS01A8F745A	0.0	0.0	0.007	0.038	0.008	0.002	0.013	0.007	0.003	0.0	0.008	0.016	0.014
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS05E6D620E	0.0	0.0	0.017	0.015	0.025	0.017	0.023	0.016	0.025	0.0	0.012	0.029	0.005
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS04C396C5D	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0
IL16	Q14005	False	IL16_HUMAN		CPI-SS0A915097A	0.717	0.598	0.837	0.572	0.709	0.656	0.54	0.814	0.815	0.751	0.65	0.586	0.688
CELSR3	Q9NYQ7	False	CELR3_HUMAN		CPI-SS086615F9B	0.0	0.0	0.004	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.004
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS04861AD1A	0.0	0.091	0.0	0.042	0.0	0.03	0.0	0.011	0.002	0.0	0.121	0.0	0.1
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS042EB8C7A	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS05D406038	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS079DDF890	0.0	0.076	0.0	0.078	0.051	0.124	0.087	0.032	0.073	0.0	0.084	0.02	0.23
TNFRSF12A	Q9NP84	False	TNR12_HUMAN		CPI-SS02EF3E1BA	0.0	0.0	0.007	0.0	0.007	0.0	0.002	0.003	0.004	0.0	0.0	0.0	0.0
TNFRSF6B	O95407	False	TNF6B_HUMAN		CPI-SS0B9DC75DD	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.001	0.0	0.003	0.0	0.0
GPRC5B	Q9NZH0	False	GPC5B_HUMAN		CPI-SS08A819670	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0B9B3870A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SS02B567BC7	0.272	0.0	0.003	0.036	0.011	0.004	0.004	0.012	0.008	0.0	0.007	0.024	0.036
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS05B1FA8A8	0.876	0.653	0.709	0.878	0.631	0.642	0.776	0.733	0.621	0.0	0.411	0.632	0.886
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.0	0.015	0.064	0.019	0.041	0.022	0.034	0.037	0.03	0.0	0.016	0.119	0.078
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E273233	0.0	0.0	0.022	0.0	0.002	0.02	0.003	0.009	0.01	0.0	0.003	0.027	0.0
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS079728E8B	0.0	0.0	0.022	0.0	0.002	0.02	0.003	0.009	0.01	0.0	0.003	0.027	0.0
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	0.0	0.0	0.004	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ASGR1	P07306	False	ASGR1_HUMAN		CPI-SS01963C4CA	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.001	0.002	0.0	0.0	0.0	0.0
FPR1	P21462	False	FPR1_HUMAN		CPI-SS0F739D3DB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS092E57263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.0	0.0	0.127	0.036	0.014	0.001	0.01	0.051	0.024	0.751	0.005	0.004	0.0
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS047CD2E9F	0.383	0.043	0.115	0.163	0.199	0.029	0.172	0.067	0.158	0.0	0.024	0.141	0.083
CD58	P19256	False	LFA3_HUMAN		CPI-SS00B1BEE64	0.562	0.191	0.254	0.227	0.276	0.201	0.284	0.248	0.27	0.0	0.076	0.319	0.192
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.0	0.0	0.02	0.0	0.005	0.008	0.006	0.01	0.006	0.0	0.003	0.006	0.022
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	0.676	0.827	1.007	0.818	0.97	0.588	0.7	0.747	0.861	0.751	0.522	1.311	0.844
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
MRC1	P22897	False	MRC1_HUMAN		CPI-SS0822AEF5F	0.0	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.0
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.0	0.077	0.373	0.184	0.195	0.034	0.082	0.153	0.096	0.0	0.04	0.396	0.105
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0D954EA1C	0.294	0.0	0.121	0.017	0.052	0.005	0.012	0.037	0.032	0.0	0.009	0.165	0.017
ALOX5AP	P20292	False	AL5AP_HUMAN		CPI-SS080611C5B	0.572	1.125	0.914	1.171	0.788	0.847	0.394	1.114	0.589	0.0	0.625	1.645	1.678
CD80	P33681	False	CD80_HUMAN		CPI-SS07327E587	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.004	0.005	0.0	0.0	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS0320FFAFC	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.004	0.005	0.0	0.0	0.0	0.0
CD86	P42081	False	CD86_HUMAN		CPI-SS077D7365D	0.0	0.0	0.005	0.0	0.006	0.001	0.004	0.007	0.009	0.0	0.0	0.006	0.0
CD86	P42081	False	CD86_HUMAN		CPI-SS0B0E09B1C	0.0	0.0	0.005	0.0	0.006	0.001	0.004	0.007	0.009	0.0	0.0	0.006	0.0
KLRC1	P26715	False	NKG2A_HUMAN		CPI-SS03EF699C7	0.41	0.408	0.041	0.335	0.058	0.022	0.107	0.099	0.092	0.0	0.016	0.498	0.102
KLRC2	P26717	False	NKG2C_HUMAN		CPI-SS0C4FA643F	0.0	0.318	1.403	0.182	0.107	0.067	0.048	0.151	0.056	0.0	0.079	0.398	0.013
KLRK1	P26718	False	NKG2D_HUMAN		CPI-SS03339363E	1.608	1.436	1.562	1.599	1.728	1.202	1.488	1.556	1.789	0.751	1.174	1.443	0.872
CD34	P28906	False	CD34_HUMAN		CPI-SS0EB5AEC83	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CD34	P28906	False	CD34_HUMAN		CPI-SS015E1E2C6	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS087321EB5	1.213	1.19	0.918	1.247	1.162	1.053	1.042	0.967	1.19	0.0	0.911	1.455	1.048
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS02B7540B0	1.213	1.19	0.918	1.247	1.162	1.053	1.042	0.967	1.19	0.0	0.911	1.455	1.048
CD24	P25063	False	CD24_HUMAN		CPI-SS06ABF2F5A	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
PILRA	Q9UKJ1	False	PILRA_HUMAN		CPI-SS01560CA22	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.002	0.0	0.0	0.0	0.005
CD38	P28907	False	CD38_HUMAN		CPI-SS0E0DEA7D5	0.0	0.015	0.08	0.022	0.31	0.01	0.566	0.106	0.548	1.175	0.018	0.757	0.018
RPS19	P39019	False	RS19_HUMAN		CPI-SS01946BE5C	3.71	3.99	3.811	3.804	3.662	4.01	3.394	3.779	3.52	3.051	3.955	3.407	3.87
TNFRSF4	P43489	False	TNR4_HUMAN		CPI-SS04456F441	0.0	0.0	0.003	0.033	0.0	0.256	0.0	0.005	0.0	0.0	0.015	0.149	0.004
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS05E63FBEC	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS087BD262F	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
YARS	P54577	False	SYYC_HUMAN		CPI-SS0C7012011	0.268	0.214	0.338	0.289	0.355	0.199	0.475	0.341	0.488	0.0	0.172	0.297	0.245
MST1R	Q04912	False	RON_HUMAN		CPI-SS03EACE0E0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS08991B378	0.0	0.031	0.003	0.022	0.008	0.029	0.028	0.015	0.017	0.0	0.007	0.0	0.01
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS077B160B9	0.0	0.03	0.059	0.019	0.066	0.044	0.099	0.061	0.078	0.0	0.041	0.095	0.048
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0415CC75D	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
