gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells	CD8+ TEMRA cells	CD8+ central memory T cells	CD8+ cycling effector T cells	CD8+ effector memory T cells 1	CD8+ effector memory T cells 2	CD8+ exhausted T cells	CD8+ naive T cells	Gamma Delta T cells	MAIT cells
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	0.0	0.0	0.0	0.002	0.009	0.016	0.008	0.02	0.018	0.021	0.0	0.0
SLC1A5	Q15758	False	AAAT_HUMAN		CPI-SS002DF6C31	0.027	0.091	0.076	0.087	0.031	0.11	0.054	0.065	0.045	0.019	0.135	0.078
COLEC12	Q5KU26	False	COL12_HUMAN		CPI-SS08877A081	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	0.03	0.039	0.133	0.112	0.028	0.242	0.024	0.15	1.45	0.081	0.34	0.049
SORL1	Q92673	False	SORL_HUMAN		CPI-SS09C52F54E	0.388	0.185	0.337	0.2	0.395	0.138	0.238	0.167	0.0	0.247	0.322	0.404
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	0.388	0.185	0.337	0.2	0.395	0.138	0.238	0.167	0.0	0.247	0.322	0.404
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS048346C2B	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.002	0.0	0.0
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.0	0.0	0.0	0.01	0.0	0.0	0.001	0.0	0.0	0.0	0.07	0.0
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS023ABAE18	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS05550A895	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS00A6240B6	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS014B0FCD2	0.035	0.0	0.008	0.023	0.003	0.022	0.012	0.01	0.096	0.009	0.0	0.0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0179FBFD3	0.191	0.17	0.372	0.187	0.448	0.285	0.248	0.4	0.243	0.126	0.209	0.325
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.191	0.17	0.372	0.187	0.448	0.285	0.248	0.4	0.243	0.126	0.209	0.325
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS01ECFDA18	0.191	0.17	0.372	0.187	0.448	0.285	0.248	0.4	0.243	0.126	0.209	0.325
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.0	0.03	0.028	0.021	0.0	0.022	0.001	0.003	0.0	0.0	0.351	0.006
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.06	0.009	0.0	0.0	0.009	0.0	0.001	0.0	0.0	0.015	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.06	0.009	0.0	0.0	0.009	0.0	0.001	0.0	0.0	0.015	0.0	0.0
KL	Q9UEF7	False	KLOT_HUMAN		CPI-SS0BF490275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.055	0.059	0.046	0.032	0.091	0.035	0.083	0.05	0.0	0.018	0.0	0.068
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.055	0.059	0.046	0.032	0.091	0.035	0.083	0.05	0.0	0.018	0.0	0.068
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.055	0.059	0.046	0.032	0.091	0.035	0.083	0.05	0.0	0.018	0.0	0.068
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.055	0.059	0.046	0.032	0.091	0.035	0.083	0.05	0.0	0.018	0.0	0.068
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.055	0.059	0.046	0.032	0.091	0.035	0.083	0.05	0.0	0.018	0.0	0.068
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.055	0.059	0.046	0.032	0.091	0.035	0.083	0.05	0.0	0.018	0.0	0.068
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	0.0	0.017	0.0	0.019	0.005	0.063	0.018	0.008	0.0	0.002	0.037	0.044
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02E314589	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.003	0.0	0.007	0.0	0.0
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS03F821467	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.003	0.0	0.007	0.0	0.0
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	0.046	0.009	0.043	0.041	0.039	0.075	0.04	0.041	0.067	0.024	0.03	0.046
CD36	P16671	False	CD36_HUMAN		CPI-SS0EB136379	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.004	0.0	0.0	0.0	0.0
RYK	P34925	False	RYK_HUMAN		CPI-SS0D8972B21	0.016	0.018	0.012	0.012	0.01	0.012	0.027	0.018	0.05	0.013	0.0	0.018
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS01469637C	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.073	0.077	0.015	0.06	0.066	0.043	0.059	0.099	0.016	0.062	0.055	0.063
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.073	0.077	0.015	0.06	0.066	0.043	0.059	0.099	0.016	0.062	0.055	0.063
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0FB5FE587	0.0	0.0	0.0	0.002	0.003	0.0	0.002	0.0	0.0	0.003	0.0	0.0
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	0.0	0.0	0.0	0.002	0.003	0.0	0.002	0.0	0.0	0.003	0.0	0.0
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.14	0.124	0.173	0.123	0.251	0.156	0.167	0.234	0.228	0.235	0.248	0.147
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0CCCF7C69	0.14	0.124	0.173	0.123	0.251	0.156	0.167	0.234	0.228	0.235	0.248	0.147
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS06AA638A8	0.14	0.124	0.173	0.123	0.251	0.156	0.167	0.234	0.228	0.235	0.248	0.147
SEMA4G	Q9NTN9	False	SEM4G_HUMAN		CPI-SS0C0A61F92	0.0	0.0	0.0	0.003	0.006	0.0	0.003	0.0	0.0	0.007	0.0	0.0
LTBR	P36941	False	TNR3_HUMAN		CPI-SS03156A825	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
LTBR	P36941	False	TNR3_HUMAN		CPI-SS0859C173B	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0110361CB	0.578	0.73	0.502	0.665	0.611	0.617	0.678	0.875	0.731	0.577	0.625	0.487
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0C28FEC7D	0.578	0.73	0.502	0.665	0.611	0.617	0.678	0.875	0.731	0.577	0.625	0.487
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS019C98396	0.578	0.73	0.502	0.665	0.611	0.617	0.678	0.875	0.731	0.577	0.625	0.487
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0879B8E95	0.578	0.73	0.502	0.665	0.611	0.617	0.678	0.875	0.731	0.577	0.625	0.487
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS02ACCF1F7	0.578	0.73	0.502	0.665	0.611	0.617	0.678	0.875	0.731	0.577	0.625	0.487
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS08330207B	0.578	0.73	0.502	0.665	0.611	0.617	0.678	0.875	0.731	0.577	0.625	0.487
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS095E52E66	0.0	0.0	0.0	0.001	0.007	0.018	0.003	0.006	0.0	0.007	0.0	0.01
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS059EEFDC6	0.0	0.0	0.0	0.001	0.007	0.018	0.003	0.006	0.0	0.007	0.0	0.01
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0A81A3626	0.0	0.029	0.03	0.022	0.015	0.01	0.021	0.025	0.04	0.009	0.024	0.006
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	0.031	0.0	0.02	0.002	0.019	0.0	0.009	0.004	0.0	0.043	0.0	0.0
MRGPRX2	Q96LB1	False	MRGX2_HUMAN		CPI-SS08C88D297	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRGPRX2	Q96LB1	False	MRGX2_HUMAN		CPI-SS0522A6CFA	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MC1R	Q01726	False	MSHR_HUMAN		CPI-SS00BD8FF72	0.0	0.0	0.0	0.001	0.001	0.0	0.004	0.003	0.0	0.0	0.0	0.0
MARCO	Q9UEW3	False	MARCO_HUMAN		CPI-SS0DF5E47DB	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
CXCL16	Q9H2A7	False	CXL16_HUMAN		CPI-SS00F282936	0.015	0.008	0.041	0.004	0.014	0.0	0.008	0.004	0.0	0.019	0.0	0.011
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0DA291AD9	3.449	4.195	3.924	4.163	2.429	3.458	3.98	4.157	2.385	0.638	3.752	3.023
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS05B92CCC4	0.031	0.061	0.068	0.052	0.056	0.0	0.054	0.071	0.104	0.094	0.17	0.026
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS064C772FE	0.031	0.061	0.068	0.052	0.056	0.0	0.054	0.071	0.104	0.094	0.17	0.026
CCL23	P55773	False	CCL23_HUMAN		CPI-SS09199F78C	0.0	0.008	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0
CCL23	P55773	False	CCL23_HUMAN		CPI-SS0D57FCA8C	0.0	0.008	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS08920B6FF	0.436	0.547	1.212	0.548	1.64	0.947	1.106	0.947	1.906	2.033	1.363	0.555
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS053613259	0.015	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.006	0.0	0.008
LSR	Q86X29	False	LSR_HUMAN		CPI-SS0708FE6FF	0.082	0.011	0.026	0.005	0.077	0.048	0.024	0.007	0.034	0.083	0.027	0.045
NETO2	Q8NC67	False	NETO2_HUMAN		CPI-SS0E075E5AF	0.022	0.009	0.013	0.004	0.005	0.0	0.004	0.003	0.027	0.002	0.0	0.019
MS4A4A	Q96JQ5	False	M4A4A_HUMAN		CPI-SS0978D28AB	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS02572E1EF	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF11A	Q9Y6Q6	False	TNR11_HUMAN		CPI-SS0ED2573CA	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.025	0.0
BAG6	P46379	False	BAG6_HUMAN		CPI-SS027AFFC0E	0.1	0.177	0.244	0.191	0.15	0.256	0.16	0.231	0.24	0.11	0.172	0.142
NCR3LG1	Q68D85	False	NR3L1_HUMAN		CPI-SS0F94547B2	0.0	0.0	0.0	0.0	0.004	0.0	0.001	0.0	0.0	0.006	0.029	0.01
ARF1	P84077	False	ARF1_HUMAN		CPI-SS06A999D25	0.908	1.254	1.173	1.1	1.016	1.256	1.119	1.128	1.312	0.797	1.336	1.127
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS044C72D0D	0.0	0.016	0.015	0.021	0.0	0.036	0.011	0.008	0.133	0.003	0.024	0.047
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS090FC28E1	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.011
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0DC4D593E	0.0	0.0	0.0	0.01	0.004	0.0	0.008	0.005	0.022	0.006	0.025	0.008
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FF55B42C	0.0	0.0	0.0	0.01	0.004	0.0	0.008	0.005	0.022	0.006	0.025	0.008
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0F21D6CA0	0.0	0.0	0.0	0.01	0.004	0.0	0.008	0.005	0.022	0.006	0.025	0.008
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS00046DCF3	0.0	0.0	0.0	0.01	0.004	0.0	0.008	0.005	0.022	0.006	0.025	0.008
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS03A2EFDD5	0.0	0.0	0.0	0.006	0.0	0.01	0.001	0.006	0.0	0.0	0.0	0.0
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS01A8F745A	0.016	0.0	0.0	0.004	0.01	0.0	0.004	0.009	0.0	0.0	0.0	0.027
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS05E6D620E	0.027	0.01	0.0	0.021	0.015	0.011	0.014	0.016	0.019	0.015	0.028	0.03
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS04C396C5D	0.0	0.0	0.011	0.002	0.0	0.0	0.001	0.0	0.021	0.006	0.0	0.0
IL16	Q14005	False	IL16_HUMAN		CPI-SS0A915097A	0.669	0.74	0.573	0.65	0.703	0.514	0.78	0.854	0.735	0.592	0.657	0.81
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS068C129D6	0.0	0.01	0.0	0.002	0.0	0.0	0.001	0.004	0.0	0.0	0.0	0.0
CELSR3	Q9NYQ7	False	CELR3_HUMAN		CPI-SS086615F9B	0.011	0.008	0.0	0.003	0.0	0.0	0.003	0.007	0.0	0.005	0.0	0.0
CEACAM8	P31997	False	CEAM8_HUMAN		CPI-SS0CCDBBBC0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS079DDF890	0.134	0.017	0.151	0.044	0.123	0.039	0.045	0.04	0.033	0.084	0.081	0.213
TNFRSF12A	Q9NP84	False	TNR12_HUMAN		CPI-SS02EF3E1BA	0.0	0.015	0.013	0.002	0.0	0.0	0.003	0.003	0.0	0.004	0.0	0.014
TNFRSF6B	O95407	False	TNF6B_HUMAN		CPI-SS0B9DC75DD	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.006	0.0	0.0
GPRC5B	Q9NZH0	False	GPC5B_HUMAN		CPI-SS08A819670	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0B9B3870A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SS02B567BC7	0.013	0.0	0.0	0.011	0.011	0.0	0.015	0.014	0.0	0.002	0.0	0.019
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS05B1FA8A8	0.605	0.778	0.945	0.7	0.672	0.929	0.812	0.896	1.466	0.327	0.695	1.022
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E273233	0.0	0.0	0.023	0.006	0.006	0.041	0.006	0.055	0.67	0.007	0.0	0.0
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS079728E8B	0.0	0.0	0.023	0.006	0.006	0.041	0.006	0.055	0.67	0.007	0.0	0.0
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	0.0	0.0	0.0	0.015	0.002	0.0	0.005	0.01	0.0	0.003	0.029	0.008
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASGR1	P07306	False	ASGR1_HUMAN		CPI-SS01963C4CA	0.0	0.0	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
FPR1	P21462	False	FPR1_HUMAN		CPI-SS0F739D3DB	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS030BB46BB	0.0	0.0	0.0	0.002	0.002	0.0	0.001	0.004	0.0	0.0	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0F66EA6BE	0.0	0.0	0.0	0.002	0.002	0.0	0.001	0.004	0.0	0.0	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS05F45873A	0.0	0.0	0.0	0.002	0.002	0.0	0.001	0.004	0.0	0.0	0.0	0.0
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.0	0.145	0.01	0.044	0.002	0.112	0.068	0.08	0.289	0.0	0.113	0.0
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS047CD2E9F	0.032	0.131	0.085	0.127	0.017	0.11	0.055	0.047	0.0	0.002	0.281	0.083
CD58	P19256	False	LFA3_HUMAN		CPI-SS00B1BEE64	0.194	0.224	0.385	0.264	0.194	0.252	0.221	0.278	0.434	0.035	0.307	0.236
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.012	0.006	0.0	0.004	0.002	0.0	0.011	0.004	0.025	0.004	0.0	0.017
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	0.558	0.84	0.662	0.794	0.527	0.578	0.611	0.673	0.436	0.462	1.247	0.732
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.039	0.0
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.055	0.376	0.14	0.263	0.063	0.168	0.213	0.306	0.219	0.009	0.466	0.12
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0D954EA1C	0.0	0.103	0.077	0.093	0.022	0.032	0.054	0.048	0.0	0.0	0.066	0.0
ALOX5AP	P20292	False	AL5AP_HUMAN		CPI-SS080611C5B	0.68	0.402	0.789	0.641	0.703	0.56	0.72	0.897	0.153	0.285	1.227	1.144
CD80	P33681	False	CD80_HUMAN		CPI-SS07327E587	0.0	0.0	0.0	0.003	0.005	0.0	0.008	0.015	0.0	0.0	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS0320FFAFC	0.0	0.0	0.0	0.003	0.005	0.0	0.008	0.015	0.0	0.0	0.0	0.0
CD86	P42081	False	CD86_HUMAN		CPI-SS077D7365D	0.0	0.0	0.024	0.01	0.002	0.011	0.002	0.013	0.058	0.002	0.0	0.009
CD86	P42081	False	CD86_HUMAN		CPI-SS0B0E09B1C	0.0	0.0	0.024	0.01	0.002	0.011	0.002	0.013	0.058	0.002	0.0	0.009
KLRC1	P26715	False	NKG2A_HUMAN		CPI-SS03EF699C7	0.456	0.144	0.428	0.076	0.034	0.088	0.04	0.085	0.05	0.006	1.192	0.067
KLRC2	P26717	False	NKG2C_HUMAN		CPI-SS0C4FA643F	0.383	1.295	0.29	0.138	0.04	0.072	0.043	0.098	0.0	0.02	0.89	0.031
KLRK1	P26718	False	NKG2D_HUMAN		CPI-SS03339363E	1.498	1.796	1.675	1.672	1.448	1.126	1.597	1.676	1.535	1.178	1.365	1.113
CD34	P28906	False	CD34_HUMAN		CPI-SS0EB5AEC83	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD34	P28906	False	CD34_HUMAN		CPI-SS015E1E2C6	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS087321EB5	1.069	0.828	1.146	1.06	0.998	0.734	0.945	0.975	1.106	0.907	1.418	1.002
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS02B7540B0	1.069	0.828	1.146	1.06	0.998	0.734	0.945	0.975	1.106	0.907	1.418	1.002
CD24	P25063	False	CD24_HUMAN		CPI-SS06ABF2F5A	0.0	0.022	0.0	0.0	0.003	0.0	0.0	0.0	0.039	0.0	0.0	0.0
PILRA	Q9UKJ1	False	PILRA_HUMAN		CPI-SS01560CA22	0.0	0.028	0.0	0.011	0.001	0.0	0.002	0.006	0.0	0.003	0.03	0.008
CD38	P28907	False	CD38_HUMAN		CPI-SS0E0DEA7D5	0.0	0.144	0.018	0.137	0.013	0.52	0.088	0.487	1.715	0.018	0.612	0.032
RPS19	P39019	False	RS19_HUMAN		CPI-SS01946BE5C	4.1	3.943	3.821	3.875	4.037	3.564	3.889	3.788	2.736	4.122	3.493	3.955
TNFRSF4	P43489	False	TNR4_HUMAN		CPI-SS04456F441	0.0	0.0	0.038	0.004	0.07	0.0	0.001	0.003	0.05	0.0	0.132	0.009
YARS	P54577	False	SYYC_HUMAN		CPI-SS0C7012011	0.179	0.294	0.304	0.352	0.224	0.415	0.342	0.459	0.457	0.15	0.38	0.26
CAMP	P49913	False	CAMP_HUMAN		CPI-SS0C321CE6D	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
MST1R	Q04912	False	RON_HUMAN		CPI-SS03EACE0E0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF8	P32971	False	TNFL8_HUMAN		CPI-SS0412C803A	0.206	0.05	0.13	0.052	0.196	0.068	0.126	0.103	0.165	0.253	0.028	0.182
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS08991B378	0.018	0.011	0.0	0.013	0.022	0.045	0.016	0.02	0.091	0.008	0.0	0.034
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS0D0252D87	0.096	0.048	0.13	0.056	0.046	0.063	0.074	0.071	0.034	0.027	0.052	0.066
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS077B160B9	0.096	0.048	0.13	0.056	0.046	0.063	0.074	0.071	0.034	0.027	0.052	0.066
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS03A4F7DC8	0.013	0.0	0.0	0.002	0.0	0.0	0.005	0.007	0.0	0.0	0.0	0.01
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	0.013	0.0	0.0	0.002	0.0	0.0	0.005	0.007	0.0	0.0	0.0	0.01
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0415CC75D	0.013	0.0	0.0	0.002	0.0	0.0	0.005	0.007	0.0	0.0	0.0	0.01
SIGLEC10	Q96LC7	False	SIG10_HUMAN		CPI-SS073C1B796	0.0	0.0	0.017	0.008	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SS0E5593D5C	0.011	0.0	0.016	0.008	0.006	0.0	0.006	0.007	0.0	0.0	0.0	0.041
LTB	Q06643	False	TNFC_HUMAN		CPI-SS06CBC985C	2.308	0.593	1.774	0.6	2.156	0.655	1.272	0.981	1.58	2.19	0.113	2.294
NPW	Q8N729	False	NPW_HUMAN		CPI-SS0BDA7A63E	0.0	0.0	0.0	0.001	0.0	0.023	0.002	0.014	0.031	0.002	0.0	0.0
NMUR1	Q9HB89	False	NMUR1_HUMAN		CPI-SS018BD4882	0.029	0.023	0.0	0.057	0.003	0.043	0.013	0.035	0.082	0.003	0.27	0.009
BST2	Q10589	False	BST2_HUMAN		CPI-SS095DCA7F7	0.625	0.715	0.789	0.784	0.706	0.787	0.705	0.999	0.882	0.599	1.14	0.738
SIRPG	Q9P1W8	False	SIRPG_HUMAN		CPI-SS0E9015902	0.351	0.292	0.304	0.311	0.406	0.496	0.428	0.592	1.239	0.415	0.039	0.28
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS07DFEBFA8	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.01
LILRB4	Q8NHJ6	False	LIRB4_HUMAN		CPI-SS067BA9202	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
PROK2	Q9HC23	False	PROK2_HUMAN		CPI-SS027E57635	0.0	0.0	0.024	0.064	0.002	0.01	0.004	0.013	0.0	0.0	0.0	0.0
KLRF1	Q9NZS2	False	KLRF1_HUMAN		CPI-SS025C8F785	0.0	0.608	0.01	0.117	0.004	0.104	0.065	0.038	0.0	0.004	1.676	0.14
EDAR	Q9UNE0	False	EDAR_HUMAN		CPI-SS05A8552D7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.031	0.011	0.027	0.009	0.034	0.0	0.017	0.012	0.019	0.006	0.03	0.023
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.031	0.011	0.027	0.009	0.034	0.0	0.017	0.012	0.019	0.006	0.03	0.023
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.031	0.011	0.027	0.009	0.034	0.0	0.017	0.012	0.019	0.006	0.03	0.023
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	0.031	0.011	0.027	0.009	0.034	0.0	0.017	0.012	0.019	0.006	0.03	0.023
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.031	0.011	0.027	0.009	0.034	0.0	0.017	0.012	0.019	0.006	0.03	0.023
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.031	0.011	0.027	0.009	0.034	0.0	0.017	0.012	0.019	0.006	0.03	0.023
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.031	0.011	0.027	0.009	0.034	0.0	0.017	0.012	0.019	0.006	0.03	0.023
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	0.031	0.011	0.027	0.009	0.034	0.0	0.017	0.012	0.019	0.006	0.03	0.023
